user_id,product_id,action_type,timestamp,product_type,session_id,device,region
8,735,click,2024-02-29 00:30:00,tablet,sess_8_4150,tablet,HN
8,735,view,2024-02-29 00:45:00,tablet,sess_8_4150,tablet,HN
8,735,click,2024-02-29 01:00:00,tablet,sess_8_4150,tablet,HN
8,735,view,2024-02-29 01:15:00,tablet,sess_8_4150,tablet,HN
8,735,search,2024-02-29 01:30:00,tablet,sess_8_4150,tablet,HN
8,735,search,2024-02-29 01:45:00,tablet,sess_8_4150,tablet,HN
9,682,search,2024-02-23 00:00:00,female-fashion,sess_9_2654,desktop,DN
9,682,click,2024-02-23 00:15:00,female-fashion,sess_9_2654,desktop,DN
9,682,view,2024-02-23 00:30:00,female-fashion,sess_9_2654,desktop,DN
9,682,view,2024-02-23 00:45:00,female-fashion,sess_9_2654,desktop,DN
9,682,add_to_cart,2024-02-23 01:00:00,female-fashion,sess_9_2654,desktop,DN
9,682,view,2024-02-23 01:15:00,female-fashion,sess_9_2654,desktop,DN
9,682,add_to_cart,2024-02-23 01:30:00,female-fashion,sess_9_2654,desktop,DN
9,682,purchase,2024-02-23 01:45:00,female-fashion,sess_9_2654,desktop,DN
10,663,view,2024-02-11 00:00:00,smartwatch,sess_10_5374,tablet,HN
10,663,click,2024-02-11 00:15:00,smartwatch,sess_10_5374,tablet,HN
10,663,view,2024-02-11 00:30:00,smartwatch,sess_10_5374,tablet,HN
10,663,chat,2024-02-11 00:45:00,smartwatch,sess_10_5374,tablet,HN
10,663,chat,2024-02-11 01:00:00,smartwatch,sess_10_5374,tablet,HN
10,663,view,2024-02-11 01:15:00,smartwatch,sess_10_5374,tablet,HN
10,663,view,2024-02-11 01:30:00,smartwatch,sess_10_5374,tablet,HN
10,663,search,2024-02-11 01:45:00,smartwatch,sess_10_5374,tablet,HN
11,659,search,2024-01-15 00:00:00,home-appliances,sess_11_8573,desktop,DN
11,659,click,2024-01-15 00:15:00,home-appliances,sess_11_8573,desktop,DN
11,659,view,2024-01-15 00:30:00,home-appliances,sess_11_8573,desktop,DN
11,659,view,2024-01-15 00:45:00,home-appliances,sess_11_8573,desktop,DN
11,659,add_to_cart,2024-01-15 01:00:00,home-appliances,sess_11_8573,desktop,DN
11,659,view,2024-01-15 01:15:00,home-appliances,sess_11_8573,desktop,DN
11,659,add_to_cart,2024-01-15 01:30:00,home-appliances,sess_11_8573,desktop,DN
11,659,purchase,2024-01-15 01:45:00,home-appliances,sess_11_8573,desktop,DN
12,689,search,2024-05-25 00:00:00,male-fashion,sess_12_4752,mobile,DN
12,689,click,2024-05-25 00:15:00,male-fashion,sess_12_4752,mobile,DN
12,689,view,2024-05-25 00:30:00,male-fashion,sess_12_4752,mobile,DN
12,689,view,2024-05-25 00:45:00,male-fashion,sess_12_4752,mobile,DN
12,689,add_to_cart,2024-05-25 01:00:00,male-fashion,sess_12_4752,mobile,DN
12,689,view,2024-05-25 01:15:00,male-fashion,sess_12_4752,mobile,DN
12,689,add_to_cart,2024-05-25 01:30:00,male-fashion,sess_12_4752,mobile,DN
12,689,purchase,2024-05-25 01:45:00,male-fashion,sess_12_4752,mobile,DN
13,690,search,2024-03-04 00:00:00,books,sess_13_6155,mobile,CT
13,690,click,2024-03-04 00:15:00,books,sess_13_6155,mobile,CT
13,690,view,2024-03-04 00:30:00,books,sess_13_6155,mobile,CT
13,690,view,2024-03-04 00:45:00,books,sess_13_6155,mobile,CT
13,690,add_to_cart,2024-03-04 01:00:00,books,sess_13_6155,mobile,CT
13,690,view,2024-03-04 01:15:00,books,sess_13_6155,mobile,CT
13,690,add_to_cart,2024-03-04 01:30:00,books,sess_13_6155,mobile,CT
13,690,purchase,2024-03-04 01:45:00,books,sess_13_6155,mobile,CT
14,686,search,2024-02-05 00:00:00,shoes,sess_14_9830,desktop,HP
14,686,search,2024-02-05 00:15:00,shoes,sess_14_9830,desktop,HP
14,686,click,2024-02-05 00:30:00,shoes,sess_14_9830,desktop,HP
14,686,view,2024-02-05 00:45:00,shoes,sess_14_9830,desktop,HP
14,686,click,2024-02-05 01:00:00,shoes,sess_14_9830,desktop,HP
14,686,view,2024-02-05 01:15:00,shoes,sess_14_9830,desktop,HP
14,686,search,2024-02-05 01:30:00,shoes,sess_14_9830,desktop,HP
14,686,view,2024-02-05 01:45:00,shoes,sess_14_9830,desktop,HP
15,643,search,2024-02-10 00:00:00,laptop,sess_15_9348,desktop,HN
15,643,click,2024-02-10 00:15:00,laptop,sess_15_9348,desktop,HN
15,643,view,2024-02-10 00:30:00,laptop,sess_15_9348,desktop,HN
15,643,view,2024-02-10 00:45:00,laptop,sess_15_9348,desktop,HN
15,643,add_to_cart,2024-02-10 01:00:00,laptop,sess_15_9348,desktop,HN
15,643,view,2024-02-10 01:15:00,laptop,sess_15_9348,desktop,HN
15,643,add_to_cart,2024-02-10 01:30:00,laptop,sess_15_9348,desktop,HN
15,643,purchase,2024-02-10 01:45:00,laptop,sess_15_9348,desktop,HN
16,691,view,2024-05-15 00:00:00,shoes,sess_16_7916,tablet,HN
16,691,click,2024-05-15 00:15:00,shoes,sess_16_7916,tablet,HN
16,691,view,2024-05-15 00:30:00,shoes,sess_16_7916,tablet,HN
16,691,chat,2024-05-15 00:45:00,shoes,sess_16_7916,tablet,HN
16,691,chat,2024-05-15 01:00:00,shoes,sess_16_7916,tablet,HN
16,691,view,2024-05-15 01:15:00,shoes,sess_16_7916,tablet,HN
16,691,view,2024-05-15 01:30:00,shoes,sess_16_7916,tablet,HN
16,691,view,2024-05-15 01:45:00,shoes,sess_16_7916,tablet,HN
17,653,view,2024-03-09 00:00:00,mobile,sess_17_5119,tablet,HN
17,653,click,2024-03-09 00:15:00,mobile,sess_17_5119,tablet,HN
17,653,view,2024-03-09 00:30:00,mobile,sess_17_5119,tablet,HN
17,653,chat,2024-03-09 00:45:00,mobile,sess_17_5119,tablet,HN
17,653,chat,2024-03-09 01:00:00,mobile,sess_17_5119,tablet,HN
17,653,view,2024-03-09 01:15:00,mobile,sess_17_5119,tablet,HN
17,653,view,2024-03-09 01:30:00,mobile,sess_17_5119,tablet,HN
17,653,click,2024-03-09 01:45:00,mobile,sess_17_5119,tablet,HN
18,685,search,2024-03-08 00:00:00,smartwatch,sess_18_6573,mobile,DN
18,685,search,2024-03-08 00:15:00,smartwatch,sess_18_6573,mobile,DN
18,685,click,2024-03-08 00:30:00,smartwatch,sess_18_6573,mobile,DN
18,685,view,2024-03-08 00:45:00,smartwatch,sess_18_6573,mobile,DN
18,685,click,2024-03-08 01:00:00,smartwatch,sess_18_6573,mobile,DN
18,685,view,2024-03-08 01:15:00,smartwatch,sess_18_6573,mobile,DN
18,685,search,2024-03-08 01:30:00,smartwatch,sess_18_6573,mobile,DN
18,685,view,2024-03-08 01:45:00,smartwatch,sess_18_6573,mobile,DN
19,727,view,2024-02-20 00:00:00,male-fashion,sess_19_9201,mobile,HP
19,727,click,2024-02-20 00:15:00,male-fashion,sess_19_9201,mobile,HP
19,727,view,2024-02-20 00:30:00,male-fashion,sess_19_9201,mobile,HP
19,727,chat,2024-02-20 00:45:00,male-fashion,sess_19_9201,mobile,HP
19,727,chat,2024-02-20 01:00:00,male-fashion,sess_19_9201,mobile,HP
19,727,view,2024-02-20 01:15:00,male-fashion,sess_19_9201,mobile,HP
19,727,view,2024-02-20 01:30:00,male-fashion,sess_19_9201,mobile,HP
19,727,search,2024-02-20 01:45:00,male-fashion,sess_19_9201,mobile,HP
20,671,search,2024-05-05 00:00:00,home-appliances,sess_20_3504,desktop,HCM
20,671,click,2024-05-05 00:15:00,home-appliances,sess_20_3504,desktop,HCM
20,671,view,2024-05-05 00:30:00,home-appliances,sess_20_3504,desktop,HCM
20,671,view,2024-05-05 00:45:00,home-appliances,sess_20_3504,desktop,HCM
20,671,add_to_cart,2024-05-05 01:00:00,home-appliances,sess_20_3504,desktop,HCM
20,671,view,2024-05-05 01:15:00,home-appliances,sess_20_3504,desktop,HCM
20,671,add_to_cart,2024-05-05 01:30:00,home-appliances,sess_20_3504,desktop,HCM
20,671,purchase,2024-05-05 01:45:00,home-appliances,sess_20_3504,desktop,HCM
21,701,search,2024-05-25 00:00:00,tablet,sess_21_1319,mobile,DN
21,701,click,2024-05-25 00:15:00,tablet,sess_21_1319,mobile,DN
21,701,view,2024-05-25 00:30:00,tablet,sess_21_1319,mobile,DN
21,701,view,2024-05-25 00:45:00,tablet,sess_21_1319,mobile,DN
21,701,add_to_cart,2024-05-25 01:00:00,tablet,sess_21_1319,mobile,DN
21,701,view,2024-05-25 01:15:00,tablet,sess_21_1319,mobile,DN
21,701,add_to_cart,2024-05-25 01:30:00,tablet,sess_21_1319,mobile,DN
21,701,purchase,2024-05-25 01:45:00,tablet,sess_21_1319,mobile,DN
22,732,search,2024-05-01 00:00:00,home-appliances,sess_22_2290,mobile,CT
22,732,click,2024-05-01 00:15:00,home-appliances,sess_22_2290,mobile,CT
22,732,view,2024-05-01 00:30:00,home-appliances,sess_22_2290,mobile,CT
22,732,view,2024-05-01 00:45:00,home-appliances,sess_22_2290,mobile,CT
22,732,add_to_cart,2024-05-01 01:00:00,home-appliances,sess_22_2290,mobile,CT
22,732,view,2024-05-01 01:15:00,home-appliances,sess_22_2290,mobile,CT
22,732,add_to_cart,2024-05-01 01:30:00,home-appliances,sess_22_2290,mobile,CT
22,732,purchase,2024-05-01 01:45:00,home-appliances,sess_22_2290,mobile,CT
23,663,search,2024-06-25 00:00:00,shoes,sess_23_3705,desktop,HP
23,663,click,2024-06-25 00:15:00,shoes,sess_23_3705,desktop,HP
23,663,view,2024-06-25 00:30:00,shoes,sess_23_3705,desktop,HP
23,663,view,2024-06-25 00:45:00,shoes,sess_23_3705,desktop,HP
23,663,add_to_cart,2024-06-25 01:00:00,shoes,sess_23_3705,desktop,HP
23,663,view,2024-06-25 01:15:00,shoes,sess_23_3705,desktop,HP
23,663,add_to_cart,2024-06-25 01:30:00,shoes,sess_23_3705,desktop,HP
23,663,add_to_cart,2024-06-25 01:45:00,shoes,sess_23_3705,desktop,HP
24,689,search,2024-04-25 00:00:00,female-fashion,sess_24_4295,tablet,DN
24,689,search,2024-04-25 00:15:00,female-fashion,sess_24_4295,tablet,DN
24,689,click,2024-04-25 00:30:00,female-fashion,sess_24_4295,tablet,DN
24,689,view,2024-04-25 00:45:00,female-fashion,sess_24_4295,tablet,DN
24,689,click,2024-04-25 01:00:00,female-fashion,sess_24_4295,tablet,DN
24,689,view,2024-04-25 01:15:00,female-fashion,sess_24_4295,tablet,DN
24,689,search,2024-04-25 01:30:00,female-fashion,sess_24_4295,tablet,DN
24,689,click,2024-04-25 01:45:00,female-fashion,sess_24_4295,tablet,DN
25,732,search,2024-02-28 00:00:00,female-fashion,sess_25_2982,mobile,HCM
25,732,click,2024-02-28 00:15:00,female-fashion,sess_25_2982,mobile,HCM
25,732,view,2024-02-28 00:30:00,female-fashion,sess_25_2982,mobile,HCM
25,732,view,2024-02-28 00:45:00,female-fashion,sess_25_2982,mobile,HCM
25,732,add_to_cart,2024-02-28 01:00:00,female-fashion,sess_25_2982,mobile,HCM
25,732,view,2024-02-28 01:15:00,female-fashion,sess_25_2982,mobile,HCM
25,732,add_to_cart,2024-02-28 01:30:00,female-fashion,sess_25_2982,mobile,HCM
25,732,purchase,2024-02-28 01:45:00,female-fashion,sess_25_2982,mobile,HCM
26,649,search,2024-01-09 00:00:00,laptop,sess_26_4608,mobile,HN
26,649,click,2024-01-09 00:15:00,laptop,sess_26_4608,mobile,HN
26,649,view,2024-01-09 00:30:00,laptop,sess_26_4608,mobile,HN
26,649,view,2024-01-09 00:45:00,laptop,sess_26_4608,mobile,HN
26,649,add_to_cart,2024-01-09 01:00:00,laptop,sess_26_4608,mobile,HN
26,649,view,2024-01-09 01:15:00,laptop,sess_26_4608,mobile,HN
26,649,add_to_cart,2024-01-09 01:30:00,laptop,sess_26_4608,mobile,HN
26,649,purchase,2024-01-09 01:45:00,laptop,sess_26_4608,mobile,HN
27,710,view,2024-05-18 00:00:00,male-fashion,sess_27_6413,mobile,HP
27,710,click,2024-05-18 00:15:00,male-fashion,sess_27_6413,mobile,HP
27,710,view,2024-05-18 00:30:00,male-fashion,sess_27_6413,mobile,HP
27,710,chat,2024-05-18 00:45:00,male-fashion,sess_27_6413,mobile,HP
27,710,chat,2024-05-18 01:00:00,male-fashion,sess_27_6413,mobile,HP
27,710,view,2024-05-18 01:15:00,male-fashion,sess_27_6413,mobile,HP
27,710,view,2024-05-18 01:30:00,male-fashion,sess_27_6413,mobile,HP
27,710,search,2024-05-18 01:45:00,male-fashion,sess_27_6413,mobile,HP
28,667,search,2024-04-14 00:00:00,books,sess_28_3167,tablet,HP
28,667,click,2024-04-14 00:15:00,books,sess_28_3167,tablet,HP
28,667,view,2024-04-14 00:30:00,books,sess_28_3167,tablet,HP
28,667,view,2024-04-14 00:45:00,books,sess_28_3167,tablet,HP
28,667,add_to_cart,2024-04-14 01:00:00,books,sess_28_3167,tablet,HP
28,667,view,2024-04-14 01:15:00,books,sess_28_3167,tablet,HP
28,667,add_to_cart,2024-04-14 01:30:00,books,sess_28_3167,tablet,HP
28,667,purchase,2024-04-14 01:45:00,books,sess_28_3167,tablet,HP
29,656,search,2024-04-29 00:00:00,shoes,sess_29_4119,mobile,HN
29,656,search,2024-04-29 00:15:00,shoes,sess_29_4119,mobile,HN
29,656,click,2024-04-29 00:30:00,shoes,sess_29_4119,mobile,HN
29,656,view,2024-04-29 00:45:00,shoes,sess_29_4119,mobile,HN
29,656,click,2024-04-29 01:00:00,shoes,sess_29_4119,mobile,HN
29,656,view,2024-04-29 01:15:00,shoes,sess_29_4119,mobile,HN
29,656,search,2024-04-29 01:30:00,shoes,sess_29_4119,mobile,HN
29,656,view,2024-04-29 01:45:00,shoes,sess_29_4119,mobile,HN
30,733,view,2024-01-28 00:00:00,shoes,sess_30_1887,tablet,HN
30,733,click,2024-01-28 00:15:00,shoes,sess_30_1887,tablet,HN
30,733,view,2024-01-28 00:30:00,shoes,sess_30_1887,tablet,HN
30,733,chat,2024-01-28 00:45:00,shoes,sess_30_1887,tablet,HN
30,733,chat,2024-01-28 01:00:00,shoes,sess_30_1887,tablet,HN
30,733,view,2024-01-28 01:15:00,shoes,sess_30_1887,tablet,HN
30,733,view,2024-01-28 01:30:00,shoes,sess_30_1887,tablet,HN
30,733,search,2024-01-28 01:45:00,shoes,sess_30_1887,tablet,HN
31,672,search,2024-03-12 00:00:00,books,sess_31_5073,mobile,HCM
31,672,click,2024-03-12 00:15:00,books,sess_31_5073,mobile,HCM
31,672,view,2024-03-12 00:30:00,books,sess_31_5073,mobile,HCM
31,672,view,2024-03-12 00:45:00,books,sess_31_5073,mobile,HCM
31,672,add_to_cart,2024-03-12 01:00:00,books,sess_31_5073,mobile,HCM
31,672,view,2024-03-12 01:15:00,books,sess_31_5073,mobile,HCM
31,672,add_to_cart,2024-03-12 01:30:00,books,sess_31_5073,mobile,HCM
31,672,purchase,2024-03-12 01:45:00,books,sess_31_5073,mobile,HCM
32,684,search,2024-05-18 00:00:00,home-appliances,sess_32_8579,mobile,HN
32,684,click,2024-05-18 00:15:00,home-appliances,sess_32_8579,mobile,HN
32,684,view,2024-05-18 00:30:00,home-appliances,sess_32_8579,mobile,HN
32,684,view,2024-05-18 00:45:00,home-appliances,sess_32_8579,mobile,HN
32,684,add_to_cart,2024-05-18 01:00:00,home-appliances,sess_32_8579,mobile,HN
32,684,view,2024-05-18 01:15:00,home-appliances,sess_32_8579,mobile,HN
32,684,add_to_cart,2024-05-18 01:30:00,home-appliances,sess_32_8579,mobile,HN
32,684,purchase,2024-05-18 01:45:00,home-appliances,sess_32_8579,mobile,HN
33,719,search,2024-04-12 00:00:00,shoes,sess_33_1241,mobile,HCM
33,719,search,2024-04-12 00:15:00,shoes,sess_33_1241,mobile,HCM
33,719,click,2024-04-12 00:30:00,shoes,sess_33_1241,mobile,HCM
33,719,view,2024-04-12 00:45:00,shoes,sess_33_1241,mobile,HCM
33,719,click,2024-04-12 01:00:00,shoes,sess_33_1241,mobile,HCM
33,719,view,2024-04-12 01:15:00,shoes,sess_33_1241,mobile,HCM
33,719,search,2024-04-12 01:30:00,shoes,sess_33_1241,mobile,HCM
33,719,view,2024-04-12 01:45:00,shoes,sess_33_1241,mobile,HCM
34,740,search,2024-04-26 00:00:00,shoes,sess_34_1960,mobile,CT
34,740,search,2024-04-26 00:15:00,shoes,sess_34_1960,mobile,CT
34,740,click,2024-04-26 00:30:00,shoes,sess_34_1960,mobile,CT
34,740,view,2024-04-26 00:45:00,shoes,sess_34_1960,mobile,CT
34,740,click,2024-04-26 01:00:00,shoes,sess_34_1960,mobile,CT
34,740,view,2024-04-26 01:15:00,shoes,sess_34_1960,mobile,CT
34,740,search,2024-04-26 01:30:00,shoes,sess_34_1960,mobile,CT
34,740,click,2024-04-26 01:45:00,shoes,sess_34_1960,mobile,CT
35,656,search,2024-02-25 00:00:00,books,sess_35_5673,desktop,HP
35,656,click,2024-02-25 00:15:00,books,sess_35_5673,desktop,HP
35,656,view,2024-02-25 00:30:00,books,sess_35_5673,desktop,HP
35,656,view,2024-02-25 00:45:00,books,sess_35_5673,desktop,HP
35,656,add_to_cart,2024-02-25 01:00:00,books,sess_35_5673,desktop,HP
35,656,view,2024-02-25 01:15:00,books,sess_35_5673,desktop,HP
35,656,add_to_cart,2024-02-25 01:30:00,books,sess_35_5673,desktop,HP
35,656,purchase,2024-02-25 01:45:00,books,sess_35_5673,desktop,HP
36,733,search,2024-05-02 00:00:00,female-fashion,sess_36_1958,tablet,HP
36,733,click,2024-05-02 00:15:00,female-fashion,sess_36_1958,tablet,HP
36,733,view,2024-05-02 00:30:00,female-fashion,sess_36_1958,tablet,HP
36,733,view,2024-05-02 00:45:00,female-fashion,sess_36_1958,tablet,HP
36,733,add_to_cart,2024-05-02 01:00:00,female-fashion,sess_36_1958,tablet,HP
36,733,view,2024-05-02 01:15:00,female-fashion,sess_36_1958,tablet,HP
36,733,add_to_cart,2024-05-02 01:30:00,female-fashion,sess_36_1958,tablet,HP
36,733,purchase,2024-05-02 01:45:00,female-fashion,sess_36_1958,tablet,HP
37,733,search,2024-01-18 00:00:00,home-appliances,sess_37_9238,tablet,HCM
37,733,click,2024-01-18 00:15:00,home-appliances,sess_37_9238,tablet,HCM
37,733,view,2024-01-18 00:30:00,home-appliances,sess_37_9238,tablet,HCM
37,733,view,2024-01-18 00:45:00,home-appliances,sess_37_9238,tablet,HCM
37,733,add_to_cart,2024-01-18 01:00:00,home-appliances,sess_37_9238,tablet,HCM
37,733,view,2024-01-18 01:15:00,home-appliances,sess_37_9238,tablet,HCM
37,733,add_to_cart,2024-01-18 01:30:00,home-appliances,sess_37_9238,tablet,HCM
37,733,add_to_cart,2024-01-18 01:45:00,home-appliances,sess_37_9238,tablet,HCM
38,689,view,2024-06-01 00:00:00,mobile,sess_38_2113,tablet,HCM
38,689,click,2024-06-01 00:15:00,mobile,sess_38_2113,tablet,HCM
38,689,view,2024-06-01 00:30:00,mobile,sess_38_2113,tablet,HCM
38,689,chat,2024-06-01 00:45:00,mobile,sess_38_2113,tablet,HCM
38,689,chat,2024-06-01 01:00:00,mobile,sess_38_2113,tablet,HCM
38,689,view,2024-06-01 01:15:00,mobile,sess_38_2113,tablet,HCM
38,689,view,2024-06-01 01:30:00,mobile,sess_38_2113,tablet,HCM
38,689,search,2024-06-01 01:45:00,mobile,sess_38_2113,tablet,HCM
39,687,search,2024-02-22 00:00:00,home-appliances,sess_39_1651,tablet,HN
39,687,search,2024-02-22 00:15:00,home-appliances,sess_39_1651,tablet,HN
39,687,click,2024-02-22 00:30:00,home-appliances,sess_39_1651,tablet,HN
39,687,view,2024-02-22 00:45:00,home-appliances,sess_39_1651,tablet,HN
39,687,click,2024-02-22 01:00:00,home-appliances,sess_39_1651,tablet,HN
39,687,view,2024-02-22 01:15:00,home-appliances,sess_39_1651,tablet,HN
39,687,search,2024-02-22 01:30:00,home-appliances,sess_39_1651,tablet,HN
39,687,click,2024-02-22 01:45:00,home-appliances,sess_39_1651,tablet,HN
40,690,view,2024-04-27 00:00:00,smartwatch,sess_40_6147,mobile,DN
40,690,click,2024-04-27 00:15:00,smartwatch,sess_40_6147,mobile,DN
40,690,view,2024-04-27 00:30:00,smartwatch,sess_40_6147,mobile,DN
40,690,chat,2024-04-27 00:45:00,smartwatch,sess_40_6147,mobile,DN
40,690,chat,2024-04-27 01:00:00,smartwatch,sess_40_6147,mobile,DN
40,690,view,2024-04-27 01:15:00,smartwatch,sess_40_6147,mobile,DN
40,690,view,2024-04-27 01:30:00,smartwatch,sess_40_6147,mobile,DN
40,690,search,2024-04-27 01:45:00,smartwatch,sess_40_6147,mobile,DN
41,682,search,2024-05-09 00:00:00,mobile,sess_41_6180,mobile,HN
41,682,click,2024-05-09 00:15:00,mobile,sess_41_6180,mobile,HN
41,682,view,2024-05-09 00:30:00,mobile,sess_41_6180,mobile,HN
41,682,view,2024-05-09 00:45:00,mobile,sess_41_6180,mobile,HN
41,682,add_to_cart,2024-05-09 01:00:00,mobile,sess_41_6180,mobile,HN
41,682,view,2024-05-09 01:15:00,mobile,sess_41_6180,mobile,HN
41,682,add_to_cart,2024-05-09 01:30:00,mobile,sess_41_6180,mobile,HN
41,682,purchase,2024-05-09 01:45:00,mobile,sess_41_6180,mobile,HN
42,732,search,2024-04-22 00:00:00,tablet,sess_42_5345,mobile,DN
42,732,search,2024-04-22 00:15:00,tablet,sess_42_5345,mobile,DN
42,732,click,2024-04-22 00:30:00,tablet,sess_42_5345,mobile,DN
42,732,view,2024-04-22 00:45:00,tablet,sess_42_5345,mobile,DN
42,732,click,2024-04-22 01:00:00,tablet,sess_42_5345,mobile,DN
42,732,view,2024-04-22 01:15:00,tablet,sess_42_5345,mobile,DN
42,732,search,2024-04-22 01:30:00,tablet,sess_42_5345,mobile,DN
42,732,view,2024-04-22 01:45:00,tablet,sess_42_5345,mobile,DN
43,662,search,2024-05-21 00:00:00,home-appliances,sess_43_9900,tablet,DN
43,662,click,2024-05-21 00:15:00,home-appliances,sess_43_9900,tablet,DN
43,662,view,2024-05-21 00:30:00,home-appliances,sess_43_9900,tablet,DN
43,662,view,2024-05-21 00:45:00,home-appliances,sess_43_9900,tablet,DN
43,662,add_to_cart,2024-05-21 01:00:00,home-appliances,sess_43_9900,tablet,DN
43,662,view,2024-05-21 01:15:00,home-appliances,sess_43_9900,tablet,DN
43,662,add_to_cart,2024-05-21 01:30:00,home-appliances,sess_43_9900,tablet,DN
43,662,purchase,2024-05-21 01:45:00,home-appliances,sess_43_9900,tablet,DN
44,723,search,2024-05-21 00:00:00,male-fashion,sess_44_5905,tablet,HN
44,723,click,2024-05-21 00:15:00,male-fashion,sess_44_5905,tablet,HN
44,723,view,2024-05-21 00:30:00,male-fashion,sess_44_5905,tablet,HN
44,723,view,2024-05-21 00:45:00,male-fashion,sess_44_5905,tablet,HN
44,723,add_to_cart,2024-05-21 01:00:00,male-fashion,sess_44_5905,tablet,HN
44,723,view,2024-05-21 01:15:00,male-fashion,sess_44_5905,tablet,HN
